"Date","Borough","Cases","Cases_Last_7_Days","Rate_Last_7_Days"
2020-03-03,"Alaska",0,NA,NA
2020-03-04,"Alaska",0,NA,NA
2020-03-05,"Alaska",0,NA,NA
2020-03-06,"Alaska",0,NA,NA
2020-03-07,"Alaska",0,NA,NA
2020-03-08,"Alaska",0,NA,NA
2020-03-09,"Alaska",0,0,0
2020-03-10,"Alaska",0,0,0
2020-03-11,"Alaska",0,0,0
2020-03-12,"Alaska",0,0,0
2020-03-13,"Alaska",0,0,0
2020-03-14,"Alaska",0,0,0
2020-03-15,"Alaska",0,0,0
2020-03-16,"Alaska",3,3,0.411577397815622
2020-03-17,"Alaska",5,8,1.09753972750832
2020-03-18,"Alaska",3,11,1.50911712532395
2020-03-19,"Alaska",3,14,1.92069452313957
2020-03-20,"Alaska",1,15,2.05788698907811
2020-03-21,"Alaska",10,25,3.42981164846351
2020-03-22,"Alaska",13,38,5.21331370566454
2020-03-23,"Alaska",4,39,5.35050617160308
2020-03-24,"Alaska",7,41,5.62489110348016
2020-03-25,"Alaska",14,52,7.13400822880411
2020-03-26,"Alaska",11,60,8.23154795631243
2020-03-27,"Alaska",17,76,10.4266274113291
2020-03-28,"Alaska",19,85,11.6613596047759
2020-03-29,"Alaska",8,80,10.9753972750832
2020-03-30,"Alaska",10,86,11.7985520707145
2020-03-31,"Alaska",13,92,12.6217068663457
2020-04-01,"Alaska",8,86,11.7985520707145
2020-04-02,"Alaska",11,86,11.7985520707145
2020-04-03,"Alaska",11,80,10.9753972750832
2020-04-04,"Alaska",14,75,10.2894349453905
2020-04-05,"Alaska",6,73,10.0150500135135
2020-04-06,"Alaska",22,85,11.6613596047759
2020-04-07,"Alaska",13,85,11.6613596047759
2020-04-08,"Alaska",9,86,11.7985520707145
2020-04-09,"Alaska",11,86,11.7985520707145
2020-04-10,"Alaska",11,86,11.7985520707145
2020-04-11,"Alaska",15,87,11.935744536653
2020-04-12,"Alaska",5,86,11.7985520707145
2020-04-13,"Alaska",8,72,9.87785754757492
2020-04-14,"Alaska",8,67,9.19189521788222
2020-04-15,"Alaska",7,65,8.91751028600513
2020-04-16,"Alaska",9,63,8.64312535412805
2020-04-17,"Alaska",5,57,7.81997055849681
2020-04-18,"Alaska",5,47,6.4480458991114
2020-04-19,"Alaska",2,44,6.03646850129578
2020-04-20,"Alaska",8,44,6.03646850129578
2020-04-21,"Alaska",6,42,5.7620835694187
2020-04-22,"Alaska",2,37,5.076121239726
2020-04-23,"Alaska",2,30,4.11577397815622
2020-04-24,"Alaska",0,25,3.42981164846351
2020-04-25,"Alaska",2,22,3.01823425064789
2020-04-26,"Alaska",4,24,3.29261918252497
2020-04-27,"Alaska",6,22,3.01823425064789
2020-04-28,"Alaska",4,20,2.74384931877081
2020-04-29,"Alaska",0,18,2.46946438689373
2020-04-30,"Alaska",9,25,3.42981164846351
2020-05-01,"Alaska",1,26,3.56700411440205
2020-05-02,"Alaska",3,27,3.70419658034059
2020-05-03,"Alaska",2,25,3.42981164846351
2020-05-04,"Alaska",1,20,2.74384931877081
2020-05-05,"Alaska",1,17,2.33227192095519
2020-05-06,"Alaska",2,19,2.60665685283227
2020-05-07,"Alaska",3,13,1.78350205720103
2020-05-08,"Alaska",1,13,1.78350205720103
2020-05-09,"Alaska",1,11,1.50911712532395
2020-05-10,"Alaska",2,11,1.50911712532395
2020-05-11,"Alaska",2,12,1.64630959126249
2020-05-12,"Alaska",1,12,1.64630959126249
2020-05-13,"Alaska",5,15,2.05788698907811
2020-05-14,"Alaska",1,13,1.78350205720103
2020-05-15,"Alaska",4,16,2.19507945501665
2020-05-16,"Alaska",4,19,2.60665685283227
2020-05-17,"Alaska",3,20,2.74384931877081
2020-05-18,"Alaska",0,18,2.46946438689373
2020-05-19,"Alaska",3,20,2.74384931877081
2020-05-20,"Alaska",0,15,2.05788698907811
2020-05-21,"Alaska",2,16,2.19507945501665
2020-05-22,"Alaska",4,16,2.19507945501665
2020-05-23,"Alaska",0,12,1.64630959126249
2020-05-24,"Alaska",1,10,1.37192465938541
2020-05-25,"Alaska",2,12,1.64630959126249
2020-05-26,"Alaska",1,10,1.37192465938541
2020-05-27,"Alaska",13,23,3.15542671658643
2020-05-28,"Alaska",5,26,3.56700411440205
2020-05-29,"Alaska",3,25,3.42981164846351
2020-05-30,"Alaska",28,53,7.27120069474265
2020-05-31,"Alaska",7,59,8.09435549037389
2020-06-01,"Alaska",20,77,10.5638198772676
2020-06-02,"Alaska",18,94,12.8960917982228
2020-06-03,"Alaska",10,91,12.4845144004072
2020-06-04,"Alaska",11,97,13.3076691960384
2020-06-05,"Alaska",12,106,14.5424013894853
2020-06-06,"Alaska",8,86,11.7985520707145
2020-06-07,"Alaska",18,97,13.3076691960384
2020-06-08,"Alaska",11,88,12.0729370025916
2020-06-09,"Alaska",20,90,12.3473219344686
2020-06-10,"Alaska",18,98,13.444861661977
2020-06-11,"Alaska",14,101,13.8564390597926
2020-06-12,"Alaska",26,115,15.7771335829322
2020-06-13,"Alaska",9,116,15.9143260488707
2020-06-14,"Alaska",3,101,13.8564390597926
2020-06-15,"Alaska",13,103,14.1308239916697
2020-06-16,"Alaska",20,103,14.1308239916697
2020-06-17,"Alaska",12,97,13.3076691960384
2020-06-18,"Alaska",16,99,13.5820541279155
2020-06-19,"Alaska",21,94,12.8960917982228
2020-06-20,"Alaska",11,96,13.1704767300999
2020-06-21,"Alaska",6,99,13.5820541279155
2020-06-22,"Alaska",16,102,13.9936315257311
2020-06-23,"Alaska",14,96,13.1704767300999
2020-06-24,"Alaska",24,108,14.8167863213624
2020-06-25,"Alaska",18,110,15.0911712532395
2020-06-26,"Alaska",19,108,14.8167863213624
2020-06-27,"Alaska",29,126,17.2862507082561
2020-06-28,"Alaska",21,141,19.3441376973342
2020-06-29,"Alaska",36,161,22.087987016105
2020-06-30,"Alaska",38,185,25.38060619863
2020-07-01,"Alaska",38,199,27.3013007217696
2020-07-02,"Alaska",45,226,31.0054973021102
2020-07-03,"Alaska",49,256,35.1212712802664
2020-07-04,"Alaska",27,254,34.8468863483893
2020-07-05,"Alaska",27,260,35.6700411440205
2020-07-06,"Alaska",18,242,33.2005767571268
2020-07-07,"Alaska",40,244,33.4749616890039
2020-07-08,"Alaska",47,253,34.7096938824508
2020-07-09,"Alaska",50,258,35.3956562121435
2020-07-10,"Alaska",63,272,37.316350735283
2020-07-11,"Alaska",92,337,46.2338610212882
2020-07-12,"Alaska",59,369,50.6240199313214
2020-07-13,"Alaska",43,394,54.053831579785
2020-07-14,"Alaska",51,405,55.5629487051089
2020-07-15,"Alaska",63,421,57.7580281601256
2020-07-16,"Alaska",42,413,56.6604884326172
2020-07-17,"Alaska",62,412,56.5232959666787
2020-07-18,"Alaska",83,403,55.2885637732318
2020-07-19,"Alaska",73,417,57.2092582963714
2020-07-20,"Alaska",90,464,63.6573041954828
2020-07-21,"Alaska",94,507,69.55658023084
2020-07-22,"Alaska",64,508,69.6937726967786
2020-07-23,"Alaska",56,522,71.6144672199181
2020-07-24,"Alaska",88,548,75.1814713343202
2020-07-25,"Alaska",185,650,89.1751028600513
2020-07-26,"Alaska",94,671,92.0561446447607
2020-07-27,"Alaska",109,690,94.662801497593
2020-07-28,"Alaska",68,664,91.0957973831909
2020-07-29,"Alaska",84,684,93.8396467019617
2020-07-30,"Alaska",107,735,100.836462464827
2020-07-31,"Alaska",145,792,108.656433023324
2020-08-01,"Alaska",135,742,101.796809726397
2020-08-02,"Alaska",59,707,96.9950734185481
2020-08-03,"Alaska",60,658,90.2726425875597
2020-08-04,"Alaska",55,645,88.4891405303586
2020-08-05,"Alaska",40,601,82.4526720290629
2020-08-06,"Alaska",55,549,75.3186638002587
2020-08-07,"Alaska",79,483,66.2639610483151
2020-08-08,"Alaska",98,446,61.1878398085891
2020-08-09,"Alaska",68,455,62.4225720020359
2020-08-10,"Alaska",49,444,60.913454876712
2020-08-11,"Alaska",61,450,61.7366096723432
2020-08-12,"Alaska",81,491,67.3615007758234
2020-08-13,"Alaska",100,536,73.5351617430577
2020-08-14,"Alaska",84,541,74.2211240727504
2020-08-15,"Alaska",102,545,74.7698939365046
2020-08-16,"Alaska",50,527,72.3004295496109
2020-08-17,"Alaska",66,544,74.632701470566
2020-08-18,"Alaska",73,556,76.2790110618285
2020-08-19,"Alaska",83,558,76.5533959937056
2020-08-20,"Alaska",69,527,72.3004295496109
2020-08-21,"Alaska",88,531,72.849199413365
2020-08-22,"Alaska",66,495,67.9102706395775
2020-08-23,"Alaska",72,517,70.9285048902254
2020-08-24,"Alaska",33,484,66.4011535142536
2020-08-25,"Alaska",52,463,63.5201117295443
2020-08-26,"Alaska",85,465,63.7944966614213
2020-08-27,"Alaska",116,512,70.2425425605327
2020-08-28,"Alaska",93,517,70.9285048902254
2020-08-29,"Alaska",43,494,67.773078173639
2020-08-30,"Alaska",36,458,62.8341493998516
2020-08-31,"Alaska",35,460,63.1085343317286
2020-09-01,"Alaska",65,473,64.8920363889297
2020-09-02,"Alaska",86,474,65.0292288548682
2020-09-03,"Alaska",119,477,65.4408062526838
2020-09-04,"Alaska",87,471,64.6176514570526
2020-09-05,"Alaska",94,522,71.6144672199181
2020-09-06,"Alaska",34,520,71.3400822880411
2020-09-07,"Alaska",34,519,71.2028898221025
2020-09-08,"Alaska",65,519,71.2028898221025
2020-09-09,"Alaska",114,547,75.0442788683817
2020-09-10,"Alaska",89,517,70.9285048902254
2020-09-11,"Alaska",103,533,73.1235843452421
2020-09-12,"Alaska",62,501,68.7334254352088
2020-09-13,"Alaska",74,541,74.2211240727504
2020-09-14,"Alaska",43,550,75.4558562661973
2020-09-15,"Alaska",50,535,73.3979692771192
2020-09-16,"Alaska",108,529,72.5748144814879
2020-09-17,"Alaska",107,547,75.0442788683817
2020-09-18,"Alaska",93,537,73.6723542089963
2020-09-19,"Alaska",108,583,79.9832076421691
2020-09-20,"Alaska",70,579,79.434437778415
2020-09-21,"Alaska",57,593,81.3551323015545
2020-09-22,"Alaska",76,619,84.9221364159566
2020-09-23,"Alaska",131,642,88.077563132543
2020-09-24,"Alaska",126,661,90.6842199853753
2020-09-25,"Alaska",119,687,94.2512240997773
2020-09-26,"Alaska",110,689,94.5256090316544
2020-09-27,"Alaska",113,732,100.424885067012
2020-09-28,"Alaska",124,799,109.616780284894
2020-09-29,"Alaska",103,826,113.320976865234
2020-09-30,"Alaska",138,833,114.281324126804
2020-10-01,"Alaska",141,848,116.339211115882
2020-10-02,"Alaska",144,873,119.769022764346
2020-10-03,"Alaska",138,901,123.610411810625
2020-10-04,"Alaska",195,983,134.860194017585
2020-10-05,"Alaska",146,1005,137.878428268233
2020-10-06,"Alaska",122,1024,140.485085121065
2020-10-07,"Alaska",134,1020,139.936315257311
2020-10-08,"Alaska",189,1068,146.521553622361
2020-10-09,"Alaska",233,1157,158.731683090891
2020-10-10,"Alaska",250,1269,174.097239276008
2020-10-11,"Alaska",190,1264,173.411276946315
2020-10-12,"Alaska",158,1276,175.057586537578
2020-10-13,"Alaska",156,1310,179.722130379488
2020-10-14,"Alaska",165,1341,183.975096823583
2020-10-15,"Alaska",221,1373,188.365255733616
2020-10-16,"Alaska",210,1350,185.20982901703
2020-10-17,"Alaska",211,1311,179.859322845427
2020-10-18,"Alaska",201,1322,181.368439970751
2020-10-19,"Alaska",232,1396,191.520682450203
2020-10-20,"Alaska",224,1464,200.849770134023
2020-10-21,"Alaska",239,1538,211.002012613475
2020-10-22,"Alaska",248,1565,214.706209193816
2020-10-23,"Alaska",357,1712,234.873501686781
2020-10-24,"Alaska",516,2017,276.717203798036
2020-10-25,"Alaska",350,2166,297.158881222879
2020-10-26,"Alaska",389,2323,318.69809837523
2020-10-27,"Alaska",384,2483,340.648892925396
2020-10-28,"Alaska",370,2614,358.621105963345
2020-10-29,"Alaska",398,2764,379.199975854126
2020-10-30,"Alaska",466,2873,394.153954641427
2020-10-31,"Alaska",358,2715,372.477545023138
2020-11-01,"Alaska",351,2716,372.614737489076
2020-11-02,"Alaska",405,2732,374.809816944093
2020-11-03,"Alaska",422,2770,380.023130649757
2020-11-04,"Alaska",327,2727,374.1238546144
2020-11-05,"Alaska",511,2840,389.626603265455
2020-11-06,"Alaska",607,2981,408.970740962789
2020-11-07,"Alaska",509,3132,429.686803319509
2020-11-08,"Alaska",457,3238,444.229204708994
2020-11-09,"Alaska",550,3383,464.122112270083
2020-11-10,"Alaska",490,3451,473.451199953903
2020-11-11,"Alaska",474,3598,493.618492446869
2020-11-12,"Alaska",615,3702,507.886508904477
2020-11-13,"Alaska",755,3850,528.190993863381
2020-11-14,"Alaska",626,3967,544.24251237819
2020-11-15,"Alaska",559,4069,558.236143903921
2020-11-16,"Alaska",641,4160,570.720658304329
2020-11-17,"Alaska",577,4247,582.656402840982
2020-11-18,"Alaska",543,4316,592.122682990741
2020-11-19,"Alaska",475,4176,572.915737759345
2020-11-20,"Alaska",672,4093,561.528763086446
2020-11-21,"Alaska",522,3989,547.260746628838
2020-11-22,"Alaska",506,3936,539.989545934096
2020-11-23,"Alaska",604,3899,534.913424694369
2020-11-24,"Alaska",700,4022,551.78809800481
2020-11-25,"Alaska",633,4112,564.135419939279
2020-11-26,"Alaska",721,4358,597.88476656016
2020-11-27,"Alaska",652,4338,595.140917241389
2020-11-28,"Alaska",639,4455,611.192435756198
2020-11-29,"Alaska",484,4433,608.17420150555
2020-11-30,"Alaska",540,4369,599.393883685484
2020-12-01,"Alaska",709,4378,600.62861587893
2020-12-02,"Alaska",779,4524,620.658715905957
2020-12-03,"Alaska",759,4562,625.872029611622
2020-12-04,"Alaska",885,4795,657.837874175302
2020-12-05,"Alaska",691,4847,664.971882404106
2020-12-06,"Alaska",555,4918,674.712547485742
2020-12-07,"Alaska",553,4931,676.496049542943
2020-12-08,"Alaska",573,4795,657.837874175302
2020-12-09,"Alaska",606,4622,634.103577567934
2020-12-10,"Alaska",595,4458,611.604013154014
2020-12-11,"Alaska",525,4098,562.214725416139
2020-12-12,"Alaska",641,4048,555.355102119212
2020-12-13,"Alaska",411,3904,535.599387024062
2020-12-14,"Alaska",272,3623,497.048304095332
2020-12-15,"Alaska",612,3662,502.398810266935
2020-12-16,"Alaska",361,3417,468.786656111993
2020-12-17,"Alaska",489,3311,454.244254722508
2020-12-18,"Alaska",325,3111,426.8057615348
2020-12-19,"Alaska",180,2650,363.560034737132
2020-12-20,"Alaska",148,2387,327.478416195296
2020-12-21,"Alaska",446,2561,351.349905268602
2020-12-22,"Alaska",363,2312,317.188981249906
2020-12-23,"Alaska",272,2223,304.978851781376
2020-12-24,"Alaska",149,1883,258.333413362272
2020-12-25,"Alaska",188,1746,239.538045528692
2020-12-26,"Alaska",309,1875,257.235873634763
2020-12-27,"Alaska",123,1850,253.8060619863
2020-12-28,"Alaska",210,1614,221.428640024804
2020-12-29,"Alaska",370,1621,222.388987286374
2020-12-30,"Alaska",375,1724,236.519811278044
2020-12-31,"Alaska",469,2044,280.421400378377
2021-01-01,"Alaska",288,2144,294.140646972231
2021-01-02,"Alaska",169,2004,274.933701740835
2021-01-03,"Alaska",214,2095,287.418216141242
2021-01-04,"Alaska",209,2094,287.281023675304
2021-01-05,"Alaska",339,2063,283.028057231209
2021-01-06,"Alaska",338,2026,277.951935991483
2021-01-07,"Alaska",399,1956,268.348463375785
2021-01-08,"Alaska",373,2041,280.009822980561
2021-01-09,"Alaska",247,2119,290.710835323767
2021-01-10,"Alaska",174,2079,285.223136686226
2021-01-11,"Alaska",156,2026,277.951935991483
2021-01-12,"Alaska",294,1981,271.778275024249
2021-01-13,"Alaska",330,1973,270.68073529674
2021-01-14,"Alaska",291,1865,255.863948975378
2021-01-15,"Alaska",194,1686,231.306497572379
2021-01-16,"Alaska",257,1696,232.678422231765
2021-01-17,"Alaska",148,1670,229.111418117363
2021-01-18,"Alaska",127,1641,225.132836605145
2021-01-19,"Alaska",162,1509,207.023431101258
2021-01-20,"Alaska",198,1377,188.91402559737
2021-01-21,"Alaska",269,1355,185.895791346722
2021-01-22,"Alaska",242,1403,192.481029711772
2021-01-23,"Alaska",164,1310,179.722130379488
2021-01-24,"Alaska",81,1243,170.530235161606
2021-01-25,"Alaska",84,1200,164.630959126249
2021-01-26,"Alaska",167,1205,165.316921455941
2021-01-27,"Alaska",174,1181,162.024302273416
2021-01-28,"Alaska",177,1089,149.402595407071
2021-01-29,"Alaska",128,975,133.762654290077
2021-01-30,"Alaska",126,937,128.549340584412
2021-01-31,"Alaska",66,922,126.491453595334
2021-02-01,"Alaska",114,952,130.607227573491
2021-02-02,"Alaska",178,963,132.116344698815
2021-02-03,"Alaska",157,946,129.784072777859
2021-02-04,"Alaska",161,930,127.588993322843
2021-02-05,"Alaska",124,926,127.040223459089
2021-02-06,"Alaska",212,1012,138.838775529803
2021-02-07,"Alaska",85,1031,141.445432382635
2021-02-08,"Alaska",106,1023,140.347892655127
2021-02-09,"Alaska",169,1014,139.11316046168
2021-02-10,"Alaska",132,989,135.683348813217
2021-02-11,"Alaska",132,960,131.704767300999
2021-02-12,"Alaska",94,930,127.588993322843
2021-02-13,"Alaska",186,904,124.021989208441
2021-02-14,"Alaska",84,903,123.884796742502
2021-02-15,"Alaska",60,857,117.573943309329
2021-02-16,"Alaska",39,727,99.7389227373189
2021-02-17,"Alaska",212,807,110.714320012402
2021-02-18,"Alaska",184,859,117.848328241206
2021-02-19,"Alaska",135,900,123.473219344686
2021-02-20,"Alaska",113,827,113.458169331173
2021-02-21,"Alaska",64,807,110.714320012402
2021-02-22,"Alaska",61,808,110.851512478341
2021-02-23,"Alaska",176,945,129.646880311921
2021-02-24,"Alaska",152,885,121.415332355608
2021-02-25,"Alaska",102,803,110.165550148648
2021-02-26,"Alaska",161,829,113.73255426305
2021-02-27,"Alaska",120,836,114.69290152462
2021-02-28,"Alaska",67,839,115.104478922435
2021-03-01,"Alaska",126,904,124.021989208441
2021-03-02,"Alaska",173,901,123.610411810625
2021-03-03,"Alaska",127,876,120.180600162161
2021-03-04,"Alaska",136,910,124.845144004072
2021-03-05,"Alaska",130,879,120.592177559977
2021-03-06,"Alaska",102,861,118.122713173083
2021-03-07,"Alaska",90,884,121.27813988967
2021-03-08,"Alaska",90,848,116.339211115882
2021-03-09,"Alaska",147,822,112.77220700148
2021-03-10,"Alaska",215,910,124.845144004072
2021-03-11,"Alaska",110,884,121.27813988967
2021-03-12,"Alaska",169,923,126.628646061273
2021-03-13,"Alaska",107,928,127.314608390966
2021-03-14,"Alaska",96,934,128.137763186597
2021-03-15,"Alaska",105,949,130.195650175675
2021-03-16,"Alaska",175,977,134.037039221954
2021-03-17,"Alaska",152,914,125.393913867826
2021-03-18,"Alaska",63,867,118.945867968715
2021-03-19,"Alaska",185,883,121.140947423731
2021-03-20,"Alaska",117,893,122.512872083117
2021-03-21,"Alaska",50,847,116.202018649944
2021-03-22,"Alaska",173,915,125.531106333765
2021-03-23,"Alaska",210,950,130.332842641613
2021-03-24,"Alaska",146,944,129.509687845982
2021-03-25,"Alaska",177,1058,145.149628962976
2021-03-26,"Alaska",199,1072,147.070323486115
2021-03-27,"Alaska",199,1154,158.320105693076
2021-03-28,"Alaska",129,1233,169.15831050222
2021-03-29,"Alaska",92,1152,158.045720761199
2021-03-30,"Alaska",160,1102,151.186097464272
2021-03-31,"Alaska",230,1186,162.710264603109
2021-04-01,"Alaska",199,1208,165.728498853757
2021-04-02,"Alaska",232,1241,170.255850229729
2021-04-03,"Alaska",133,1175,161.201147477785
2021-04-04,"Alaska",116,1162,159.417645420584
2021-04-05,"Alaska",87,1157,158.731683090891
2021-04-06,"Alaska",219,1216,166.826038581265
2021-04-07,"Alaska",222,1208,165.728498853757
2021-04-08,"Alaska",242,1251,171.627774889114
2021-04-09,"Alaska",178,1197,164.219381728433
2021-04-10,"Alaska",98,1162,159.417645420584
2021-04-11,"Alaska",78,1124,154.20433171492
2021-04-12,"Alaska",132,1169,160.377992682154
2021-04-13,"Alaska",198,1148,157.496950897445
2021-04-14,"Alaska",187,1113,152.695214589596
2021-04-15,"Alaska",184,1055,144.73805156516
2021-04-16,"Alaska",176,1053,144.463666633283
2021-04-17,"Alaska",141,1096,150.36294266864
2021-04-18,"Alaska",116,1134,155.576256374305
2021-04-19,"Alaska",97,1099,150.774520066456
2021-04-20,"Alaska",214,1115,152.969599521473
2021-04-21,"Alaska",218,1146,157.222565965567
2021-04-22,"Alaska",142,1104,151.460482396149
2021-04-23,"Alaska",135,1063,145.835591292669
2021-04-24,"Alaska",198,1120,153.655561851165
2021-04-25,"Alaska",83,1087,149.128210475194
2021-04-26,"Alaska",133,1123,154.067139248981
2021-04-27,"Alaska",186,1095,150.225750202702
2021-04-28,"Alaska",165,1042,142.954549507959
2021-04-29,"Alaska",135,1035,141.994202246389
2021-04-30,"Alaska",88,988,135.546156347278
2021-05-01,"Alaska",105,895,122.787257014994
2021-05-02,"Alaska",67,879,120.592177559977
2021-05-03,"Alaska",95,841,115.378863854313
2021-05-04,"Alaska",146,801,109.891165216771
2021-05-05,"Alaska",95,731,100.287692601073
2021-05-06,"Alaska",117,713,97.8182282141794
2021-05-07,"Alaska",86,711,97.5438432823023
2021-05-08,"Alaska",95,701,96.1719186229169
2021-05-09,"Alaska",42,676,92.7421069744534
2021-05-10,"Alaska",57,638,87.5287932687888
2021-05-11,"Alaska",86,578,79.2972453124764
2021-05-12,"Alaska",82,565,77.5137432552754
2021-05-13,"Alaska",105,553,75.8674336640129
2021-05-14,"Alaska",44,511,70.1053500945942
2021-05-15,"Alaska",42,458,62.8341493998516
2021-05-16,"Alaska",50,466,63.9316891273599
2021-05-17,"Alaska",49,458,62.8341493998516
2021-05-18,"Alaska",89,461,63.2457267976672
2021-05-19,"Alaska",74,453,62.1481870701589
2021-05-20,"Alaska",65,413,56.6604884326172
2021-05-21,"Alaska",45,414,56.7976808985558
2021-05-22,"Alaska",30,402,55.1513713072933
2021-05-23,"Alaska",17,369,50.6240199313214
2021-05-24,"Alaska",37,357,48.977710340059
2021-05-25,"Alaska",61,329,45.1363212937798
2021-05-26,"Alaska",42,297,40.7461623837465
2021-05-27,"Alaska",44,276,37.8651205990372
2021-05-28,"Alaska",43,274,37.5907356671601
2021-05-29,"Alaska",16,260,35.6700411440205
2021-05-30,"Alaska",29,272,37.316350735283
2021-05-31,"Alaska",21,256,35.1212712802664
2021-06-01,"Alaska",32,227,31.1426897680487
2021-06-02,"Alaska",45,230,31.5542671658643
2021-06-03,"Alaska",56,242,33.2005767571268
2021-06-04,"Alaska",20,219,30.0451500405404
2021-06-05,"Alaska",22,225,30.8683048361716
2021-06-06,"Alaska",8,204,27.9872630514623
2021-06-07,"Alaska",27,210,28.8104178470935
2021-06-08,"Alaska",26,204,27.9872630514623
2021-06-09,"Alaska",26,185,25.38060619863
2021-06-10,"Alaska",18,147,20.1672924929655
2021-06-11,"Alaska",21,148,20.304484958904
2021-06-12,"Alaska",13,139,19.0697527654571
2021-06-13,"Alaska",19,150,20.5788698907811
2021-06-14,"Alaska",12,135,18.520982901703
2021-06-15,"Alaska",27,136,18.6581753676415
2021-06-16,"Alaska",45,155,21.2648322204738
2021-06-17,"Alaska",39,176,24.1458740051831
2021-06-18,"Alaska",37,192,26.3409534601998
2021-06-19,"Alaska",37,216,29.6335726427248
2021-06-20,"Alaska",13,210,28.8104178470935
2021-06-21,"Alaska",28,226,31.0054973021102
2021-06-22,"Alaska",48,247,33.8865390868195
2021-06-23,"Alaska",35,237,32.5146144274341
2021-06-24,"Alaska",39,237,32.5146144274341
2021-06-25,"Alaska",31,231,31.6914596318029
2021-06-26,"Alaska",34,228,31.2798822339872
2021-06-27,"Alaska",17,232,31.8286520977414
2021-06-28,"Alaska",32,236,32.3774219614956
2021-06-29,"Alaska",48,236,32.3774219614956
2021-06-30,"Alaska",56,257,35.2584637462049
2021-07-01,"Alaska",48,266,36.4931959396518
2021-07-02,"Alaska",41,276,37.8651205990372
2021-07-03,"Alaska",40,282,38.6882753946684
2021-07-04,"Alaska",33,298,40.8833548496851
2021-07-05,"Alaska",25,291,39.9230075881153
2021-07-06,"Alaska",57,300,41.1577397815622
2021-07-07,"Alaska",69,313,42.9412418387632
2021-07-08,"Alaska",51,316,43.3528192365788
2021-07-09,"Alaska",80,355,48.7033254081819
2021-07-10,"Alaska",56,371,50.8984048631985
2021-07-11,"Alaska",26,364,49.9380576016287
2021-07-12,"Alaska",100,439,60.2274925470193
2021-07-13,"Alaska",138,520,71.3400822880411
2021-07-14,"Alaska",121,572,78.4740905168452
2021-07-15,"Alaska",144,665,91.2329898491294
2021-07-16,"Alaska",166,751,103.031541919844
2021-07-17,"Alaska",185,880,120.729370025916
2021-07-18,"Alaska",84,938,128.686533050351
2021-07-19,"Alaska",215,1053,144.463666633283
2021-07-20,"Alaska",217,1132,155.301871442428
2021-07-21,"Alaska",187,1198,164.356574194372
2021-07-22,"Alaska",243,1297,177.938628322287
2021-07-23,"Alaska",245,1376,188.776833131432
2021-07-24,"Alaska",169,1360,186.581753676415
2021-07-25,"Alaska",119,1395,191.383489984264
2021-07-26,"Alaska",137,1317,180.682477641058
2021-07-27,"Alaska",336,1436,197.008381087744
2021-07-28,"Alaska",297,1546,212.099552340984
2021-07-29,"Alaska",235,1538,211.002012613475
2021-07-30,"Alaska",207,1500,205.788698907811
2021-07-31,"Alaska",267,1598,219.233560569788
2021-08-01,"Alaska",223,1702,233.501577027396
2021-08-02,"Alaska",285,1850,253.8060619863
2021-08-03,"Alaska",326,1840,252.434137326915
2021-08-04,"Alaska",349,1892,259.568145555719
2021-08-05,"Alaska",304,1961,269.034425705478
2021-08-06,"Alaska",306,2060,282.616479833393
2021-08-07,"Alaska",341,2134,292.768722312845
2021-08-08,"Alaska",185,2096,287.555408607181
2021-08-09,"Alaska",239,2050,281.244555174008
2021-08-10,"Alaska",360,2084,285.909099015918
2021-08-11,"Alaska",377,2112,289.750488062198
2021-08-12,"Alaska",312,2120,290.848027789706
2021-08-13,"Alaska",353,2167,297.296073688817
2021-08-14,"Alaska",374,2200,301.823425064789
2021-08-15,"Alaska",273,2288,313.896362067381
2021-08-16,"Alaska",440,2489,341.472047721027
2021-08-17,"Alaska",617,2746,376.730511467232
2021-08-18,"Alaska",633,3002,411.851782747499
2021-08-19,"Alaska",447,3137,430.372765649202
2021-08-20,"Alaska",524,3308,453.832677324692
2021-08-21,"Alaska",312,3246,445.326744436503
2021-08-22,"Alaska",222,3195,438.329928673637
2021-08-23,"Alaska",566,3321,455.616179381893
2021-08-24,"Alaska",578,3282,450.26567321029
2021-08-25,"Alaska",707,3356,460.417915689742
2021-08-26,"Alaska",505,3414,468.375078714177
2021-08-27,"Alaska",668,3558,488.130793809327
2021-08-28,"Alaska",291,3537,485.249752024618
2021-08-29,"Alaska",154,3469,475.920664340797
2021-08-30,"Alaska",598,3501,480.31082325083
2021-08-31,"Alaska",758,3681,505.005467119768
2021-09-01,"Alaska",677,3651,500.889693141611
2021-09-02,"Alaska",584,3730,511.727897950756
2021-09-03,"Alaska",853,3915,537.108504149386
2021-09-04,"Alaska",506,4130,566.604884326172
2021-09-05,"Alaska",274,4250,583.067980238797
2021-09-06,"Alaska",430,4082,560.019645961122
2021-09-07,"Alaska",805,4129,566.467691860234
2021-09-08,"Alaska",811,4263,584.851482295998
2021-09-09,"Alaska",659,4338,595.140917241389
2021-09-10,"Alaska",796,4281,587.320946682892
2021-09-11,"Alaska",370,4145,568.66277131525
2021-09-12,"Alaska",277,4148,569.074348713066
2021-09-13,"Alaska",679,4397,603.235272731763
2021-09-14,"Alaska",1074,4666,640.14004606923
2021-09-15,"Alaska",1032,4887,670.459581041648
2021-09-16,"Alaska",880,5108,700.779116014065
2021-09-17,"Alaska",902,5214,715.32151740355
